,N,d,algorithm,memory,time
307,500,6,efficient_non_dominated_sort,122.7109375,0.0015249252319335938
308,500,6,fast_non_dominated_sort,122.7109375,0.004271030426025391
309,500,6,nmoo,122.7109375,0.04050922393798828
310,500,6,efficient_non_dominated_sort,122.7109375,0.0016536712646484375
311,500,6,fast_non_dominated_sort,122.7109375,0.003911733627319336
312,500,6,nmoo,122.7109375,0.041229963302612305
313,500,6,efficient_non_dominated_sort,122.7109375,0.0017080307006835938
314,500,6,fast_non_dominated_sort,122.71484375,0.004182577133178711
315,500,6,nmoo,122.71484375,0.05589652061462402
316,500,6,efficient_non_dominated_sort,122.71484375,0.0015523433685302734
317,500,6,fast_non_dominated_sort,122.71484375,0.004097938537597656
318,500,6,nmoo,122.71484375,0.03322410583496094
319,500,6,efficient_non_dominated_sort,122.71484375,0.0016205310821533203
320,500,6,fast_non_dominated_sort,122.71484375,0.0042705535888671875
321,500,6,nmoo,122.71484375,0.053827762603759766
322,500,6,efficient_non_dominated_sort,122.71484375,0.0014688968658447266
323,500,6,fast_non_dominated_sort,122.71484375,0.004271984100341797
324,500,6,nmoo,122.71484375,0.047353267669677734
325,500,6,efficient_non_dominated_sort,122.71484375,0.0015554428100585938
326,500,6,fast_non_dominated_sort,122.71484375,0.004045248031616211
327,500,6,nmoo,122.71484375,0.04985451698303223
328,500,6,efficient_non_dominated_sort,122.71484375,0.0016946792602539062
329,500,6,fast_non_dominated_sort,122.71484375,0.00425410270690918
330,500,7,nmoo,122.71484375,0.07329082489013672
331,500,7,efficient_non_dominated_sort,122.71484375,0.0016605854034423828
332,500,7,fast_non_dominated_sort,122.71484375,0.004065036773681641
333,500,7,nmoo,122.71484375,0.07930660247802734
334,500,7,efficient_non_dominated_sort,122.71484375,0.001764535903930664
335,500,7,fast_non_dominated_sort,122.71484375,0.003963470458984375
336,500,7,nmoo,122.71484375,0.0782310962677002
337,500,7,efficient_non_dominated_sort,122.71484375,0.0016984939575195312
338,500,7,fast_non_dominated_sort,122.71484375,0.0036773681640625
339,500,7,nmoo,122.71484375,0.06424546241760254
340,500,7,efficient_non_dominated_sort,122.71484375,0.0017173290252685547
341,500,7,fast_non_dominated_sort,122.71484375,0.004170656204223633
342,500,7,nmoo,122.71484375,0.08340311050415039
343,500,7,efficient_non_dominated_sort,122.71484375,0.0017325878143310547
344,500,7,fast_non_dominated_sort,122.71484375,0.004351615905761719
345,500,7,nmoo,122.71484375,0.07291936874389648
346,500,7,efficient_non_dominated_sort,122.71484375,0.0017409324645996094
347,500,7,fast_non_dominated_sort,122.71484375,0.003988504409790039
348,500,7,nmoo,122.71484375,0.07241153717041016
349,500,7,efficient_non_dominated_sort,122.71484375,0.0017580986022949219
350,500,7,fast_non_dominated_sort,122.71484375,0.004070758819580078
351,500,7,nmoo,122.71484375,0.0590214729309082
352,500,7,efficient_non_dominated_sort,122.71484375,0.0018317699432373047
353,500,7,fast_non_dominated_sort,122.71484375,0.004362583160400391
354,500,7,nmoo,122.71484375,0.0589749813079834
355,500,7,efficient_non_dominated_sort,122.71484375,0.0016961097717285156
356,500,7,fast_non_dominated_sort,122.71484375,0.004302263259887695
357,500,7,nmoo,122.71484375,0.0785665512084961
358,500,7,efficient_non_dominated_sort,122.71875,0.0019240379333496094
359,500,7,fast_non_dominated_sort,122.71875,0.00403141975402832
360,1000,2,nmoo,122.71875,0.0010223388671875
361,1000,2,efficient_non_dominated_sort,122.74609375,0.0032699108123779297
362,1000,2,fast_non_dominated_sort,126.76171875,0.013741254806518555
363,1000,2,nmoo,126.76171875,0.0011835098266601562
364,1000,2,efficient_non_dominated_sort,126.76171875,0.003748655319213867
365,1000,2,fast_non_dominated_sort,126.83203125,0.014590740203857422
366,1000,2,nmoo,126.83203125,0.001077890396118164
367,1000,2,efficient_non_dominated_sort,126.8359375,0.0034880638122558594
368,1000,2,fast_non_dominated_sort,126.83984375,0.013820648193359375
369,1000,2,nmoo,126.83984375,0.0010247230529785156
370,1000,2,efficient_non_dominated_sort,126.83984375,0.0035190582275390625
371,1000,2,fast_non_dominated_sort,126.83984375,0.014314889907836914
372,1000,2,nmoo,126.83984375,0.0010769367218017578
373,1000,2,efficient_non_dominated_sort,126.83984375,0.0034325122833251953
374,1000,2,fast_non_dominated_sort,126.83984375,0.013668298721313477
375,1000,2,nmoo,126.83984375,0.0009624958038330078
376,1000,2,efficient_non_dominated_sort,126.83984375,0.003143310546875
377,1000,2,fast_non_dominated_sort,126.84375,0.015918970108032227
378,1000,2,nmoo,126.84375,0.0009682178497314453
379,1000,2,efficient_non_dominated_sort,126.84375,0.003351926803588867
380,1000,2,fast_non_dominated_sort,126.84375,0.015273809432983398
381,1000,2,nmoo,126.84375,0.0009558200836181641
382,1000,2,efficient_non_dominated_sort,126.84375,0.0034325122833251953
383,1000,2,fast_non_dominated_sort,126.8515625,0.013971805572509766
384,1000,2,nmoo,126.8515625,0.0010166168212890625
385,1000,2,efficient_non_dominated_sort,126.8515625,0.002996206283569336
386,1000,2,fast_non_dominated_sort,126.8515625,0.015043497085571289
387,1000,2,nmoo,126.8515625,0.0009572505950927734
388,1000,2,efficient_non_dominated_sort,126.8515625,0.003228425979614258
389,1000,2,fast_non_dominated_sort,126.8515625,0.013365983963012695
390,1000,3,nmoo,126.8515625,0.014612913131713867
391,1000,3,efficient_non_dominated_sort,126.8515625,0.0019059181213378906
392,1000,3,fast_non_dominated_sort,126.8515625,0.013435125350952148
393,1000,3,nmoo,126.8515625,0.012586593627929688
394,1000,3,efficient_non_dominated_sort,126.8515625,0.0018680095672607422
395,1000,3,fast_non_dominated_sort,126.8515625,0.013089179992675781
396,1000,3,nmoo,126.8515625,0.010842561721801758
397,1000,3,efficient_non_dominated_sort,126.8515625,0.0019385814666748047
398,1000,3,fast_non_dominated_sort,126.8515625,0.013519763946533203
399,1000,3,nmoo,126.8515625,0.008023262023925781
400,1000,3,efficient_non_dominated_sort,126.8515625,0.0025887489318847656
401,1000,3,fast_non_dominated_sort,126.8515625,0.014296293258666992
402,1000,3,nmoo,126.8515625,0.010732412338256836
403,1000,3,efficient_non_dominated_sort,126.8515625,0.001911163330078125
404,1000,3,fast_non_dominated_sort,126.8515625,0.014288663864135742
405,1000,3,nmoo,126.8515625,0.00981593132019043
406,1000,3,efficient_non_dominated_sort,126.8515625,0.0022401809692382812
407,1000,3,fast_non_dominated_sort,126.8515625,0.01419830322265625
408,1000,3,nmoo,126.8515625,0.007431745529174805
409,1000,3,efficient_non_dominated_sort,126.8515625,0.0020904541015625
410,1000,3,fast_non_dominated_sort,126.8515625,0.013345479965209961
411,1000,3,nmoo,126.8515625,0.008783817291259766
412,1000,3,efficient_non_dominated_sort,126.8515625,0.00189971923828125
413,1000,3,fast_non_dominated_sort,126.8515625,0.014779329299926758
414,1000,3,nmoo,126.8515625,0.012258052825927734
415,1000,3,efficient_non_dominated_sort,126.8515625,0.002195119857788086
416,1000,3,fast_non_dominated_sort,126.8515625,0.01331639289855957
417,1000,3,nmoo,126.8515625,0.013904333114624023
418,1000,3,efficient_non_dominated_sort,126.8515625,0.0019218921661376953
419,1000,3,fast_non_dominated_sort,126.8515625,0.013463020324707031
420,1000,4,nmoo,126.8515625,0.016943693161010742
421,1000,4,efficient_non_dominated_sort,126.8515625,0.002587556838989258
422,1000,4,fast_non_dominated_sort,126.8515625,0.014094829559326172
423,1000,4,nmoo,126.8515625,0.0234525203704834
424,1000,4,efficient_non_dominated_sort,126.8515625,0.003149271011352539
425,1000,4,fast_non_dominated_sort,126.8515625,0.014155149459838867
426,1000,4,nmoo,126.8515625,0.025337696075439453
427,1000,4,efficient_non_dominated_sort,126.8515625,0.0022051334381103516
428,1000,4,fast_non_dominated_sort,126.8515625,0.014682292938232422
429,1000,4,nmoo,126.8515625,0.029274702072143555
430,1000,4,efficient_non_dominated_sort,126.8515625,0.002902507781982422
431,1000,4,fast_non_dominated_sort,126.8515625,0.01447749137878418
432,1000,4,nmoo,126.8515625,0.03428244590759277
433,1000,4,efficient_non_dominated_sort,126.8515625,0.002186298370361328
434,1000,4,fast_non_dominated_sort,126.8515625,0.014183282852172852
435,1000,4,nmoo,126.8515625,0.020154237747192383
436,1000,4,efficient_non_dominated_sort,126.8515625,0.0027518272399902344
437,1000,4,fast_non_dominated_sort,126.8515625,0.013009786605834961
438,1000,4,nmoo,126.8515625,0.02220606803894043
439,1000,4,efficient_non_dominated_sort,126.8515625,0.002215147018432617
440,1000,4,fast_non_dominated_sort,126.8515625,0.013220787048339844
441,1000,4,nmoo,126.8515625,0.03629612922668457
442,1000,4,efficient_non_dominated_sort,126.8515625,0.0028913021087646484
443,1000,4,fast_non_dominated_sort,126.8515625,0.014724254608154297
444,1000,4,nmoo,126.8515625,0.023441791534423828
445,1000,4,efficient_non_dominated_sort,126.8515625,0.0022652149200439453
446,1000,4,fast_non_dominated_sort,126.8515625,0.01484537124633789
447,1000,4,nmoo,126.8515625,0.017024755477905273
448,1000,4,efficient_non_dominated_sort,126.8515625,0.002227306365966797
449,1000,4,fast_non_dominated_sort,126.8515625,0.013159990310668945
450,1000,5,nmoo,126.8515625,0.07329511642456055
451,1000,5,efficient_non_dominated_sort,126.8515625,0.0033419132232666016
452,1000,5,fast_non_dominated_sort,126.8515625,0.014255762100219727
453,1000,5,nmoo,126.8515625,0.06460833549499512
454,1000,5,efficient_non_dominated_sort,126.8515625,0.0032799243927001953
455,1000,5,fast_non_dominated_sort,126.8515625,0.014489173889160156
456,1000,5,nmoo,126.8515625,0.07124948501586914
457,1000,5,efficient_non_dominated_sort,126.8515625,0.003238201141357422
458,1000,5,fast_non_dominated_sort,126.8515625,0.012981176376342773
459,1000,5,nmoo,126.8515625,0.058058738708496094
460,1000,5,efficient_non_dominated_sort,126.8515625,0.003425121307373047
461,1000,5,fast_non_dominated_sort,126.8515625,0.013205766677856445
462,1000,5,nmoo,126.8515625,0.045928955078125
463,1000,5,efficient_non_dominated_sort,126.8515625,0.0032606124877929688
464,1000,5,fast_non_dominated_sort,126.8515625,0.01408529281616211
465,1000,5,nmoo,126.8515625,0.0518338680267334
466,1000,5,efficient_non_dominated_sort,126.8515625,0.0032911300659179688
467,1000,5,fast_non_dominated_sort,126.8515625,0.013038873672485352
468,1000,5,nmoo,126.8515625,0.06680059432983398
469,1000,5,efficient_non_dominated_sort,126.8515625,0.0034465789794921875
470,1000,5,fast_non_dominated_sort,126.8515625,0.013854026794433594
471,1000,5,nmoo,126.8515625,0.07324910163879395
472,1000,5,efficient_non_dominated_sort,126.8515625,0.003326416015625
473,1000,5,fast_non_dominated_sort,126.8515625,0.013834953308105469
474,1000,5,nmoo,126.8515625,0.05384969711303711
475,1000,5,efficient_non_dominated_sort,126.8515625,0.0035042762756347656
476,1000,5,fast_non_dominated_sort,126.8515625,0.01398468017578125
477,1000,5,nmoo,126.8515625,0.0730893611907959
478,1000,5,efficient_non_dominated_sort,126.8515625,0.0032546520233154297
479,1000,5,fast_non_dominated_sort,126.8515625,0.013016939163208008
480,1000,6,nmoo,126.8515625,0.13324570655822754
481,1000,6,efficient_non_dominated_sort,126.8515625,0.0041463375091552734
482,1000,6,fast_non_dominated_sort,126.8515625,0.012820005416870117
483,1000,6,nmoo,126.8515625,0.1583850383758545
484,1000,6,efficient_non_dominated_sort,126.8515625,0.003982067108154297
485,1000,6,fast_non_dominated_sort,126.8515625,0.011291742324829102
486,1000,6,nmoo,126.8515625,0.07330727577209473
487,1000,6,efficient_non_dominated_sort,126.8515625,0.003650188446044922
488,1000,6,fast_non_dominated_sort,126.8515625,0.010216474533081055
489,1000,6,nmoo,126.8515625,0.07507610321044922
490,1000,6,efficient_non_dominated_sort,126.8515625,0.003911256790161133
491,1000,6,fast_non_dominated_sort,126.8515625,0.011365890502929688
492,1000,6,nmoo,126.85546875,0.08606505393981934
493,1000,6,efficient_non_dominated_sort,126.85546875,0.004214763641357422
494,1000,6,fast_non_dominated_sort,126.85546875,0.011126279830932617
495,1000,6,nmoo,126.85546875,0.11189770698547363
496,1000,6,efficient_non_dominated_sort,126.85546875,0.0037851333618164062
497,1000,6,fast_non_dominated_sort,126.85546875,0.010768890380859375
498,1000,6,nmoo,126.85546875,0.09296536445617676
499,1000,6,efficient_non_dominated_sort,126.85546875,0.004233360290527344
500,1000,6,fast_non_dominated_sort,126.85546875,0.011581897735595703
501,1000,6,nmoo,126.85546875,0.11823606491088867
502,1000,6,efficient_non_dominated_sort,126.85546875,0.0036039352416992188
503,1000,6,fast_non_dominated_sort,126.85546875,0.010170459747314453
504,1000,6,nmoo,126.85546875,0.10413646697998047
505,1000,6,efficient_non_dominated_sort,126.85546875,0.003718137741088867
506,1000,6,fast_non_dominated_sort,126.85546875,0.012432336807250977
507,1000,6,nmoo,126.85546875,0.09387779235839844
508,1000,6,efficient_non_dominated_sort,126.85546875,0.0041828155517578125
509,1000,6,fast_non_dominated_sort,126.85546875,0.011200666427612305
510,1000,7,nmoo,126.85546875,0.13030409812927246
511,1000,7,efficient_non_dominated_sort,126.85546875,0.004421234130859375
512,1000,7,fast_non_dominated_sort,126.85546875,0.011383533477783203
513,1000,7,nmoo,126.85546875,0.1966416835784912
514,1000,7,efficient_non_dominated_sort,126.85546875,0.004622220993041992
515,1000,7,fast_non_dominated_sort,126.85546875,0.010206460952758789
516,1000,7,nmoo,126.85546875,0.16994023323059082
517,1000,7,efficient_non_dominated_sort,126.85546875,0.004651308059692383
518,1000,7,fast_non_dominated_sort,126.859375,0.011512279510498047
519,1000,7,nmoo,126.859375,0.18564152717590332
520,1000,7,efficient_non_dominated_sort,126.859375,0.004616498947143555
521,1000,7,fast_non_dominated_sort,126.859375,0.010111570358276367
522,1000,7,nmoo,126.859375,0.16431379318237305
523,1000,7,efficient_non_dominated_sort,126.859375,0.0047953128814697266
524,1000,7,fast_non_dominated_sort,126.859375,0.010852575302124023
525,1000,7,nmoo,126.859375,0.18729925155639648
526,1000,7,efficient_non_dominated_sort,126.859375,0.004369497299194336
527,1000,7,fast_non_dominated_sort,126.859375,0.01042628288269043
528,1000,7,nmoo,126.859375,0.17340946197509766
529,1000,7,efficient_non_dominated_sort,126.859375,0.004621267318725586
530,1000,7,fast_non_dominated_sort,126.859375,0.012422323226928711
531,1000,7,nmoo,126.859375,0.14335107803344727
532,1000,7,efficient_non_dominated_sort,126.859375,0.00454401969909668
533,1000,7,fast_non_dominated_sort,126.859375,0.011790275573730469
534,1000,7,nmoo,126.859375,0.1958773136138916
535,1000,7,efficient_non_dominated_sort,126.859375,0.004920005798339844
536,1000,7,fast_non_dominated_sort,126.859375,0.010956048965454102
537,1000,7,nmoo,126.859375,0.13623261451721191
538,1000,7,efficient_non_dominated_sort,126.859375,0.004529237747192383
539,1000,7,fast_non_dominated_sort,126.859375,0.011915922164916992
540,5000,2,nmoo,126.859375,0.004519939422607422
541,5000,2,efficient_non_dominated_sort,127.0390625,0.020476341247558594
542,5000,2,fast_non_dominated_sort,230.3671875,0.20267009735107422
543,5000,2,nmoo,222.75390625,0.005369901657104492
544,5000,2,efficient_non_dominated_sort,222.7578125,0.022747516632080078
545,5000,2,fast_non_dominated_sort,251.67578125,0.20934653282165527
546,5000,2,nmoo,222.9140625,0.00559234619140625
547,5000,2,efficient_non_dominated_sort,219.23046875,0.021153926849365234
548,5000,2,fast_non_dominated_sort,251.5,0.20986294746398926
549,5000,2,nmoo,225.4453125,0.005171537399291992
550,5000,2,efficient_non_dominated_sort,221.7578125,0.022233009338378906
551,5000,2,fast_non_dominated_sort,252.22265625,0.20955109596252441
552,5000,2,nmoo,225.97265625,0.003258228302001953
553,5000,2,efficient_non_dominated_sort,225.97265625,0.02153754234313965
554,5000,2,fast_non_dominated_sort,252.20703125,0.21023035049438477
555,5000,2,nmoo,223.9765625,0.004324436187744141
556,5000,2,efficient_non_dominated_sort,223.9765625,0.021975040435791016
557,5000,2,fast_non_dominated_sort,252.1640625,0.21004533767700195
558,5000,2,nmoo,222.6484375,0.004719257354736328
559,5000,2,efficient_non_dominated_sort,222.6484375,0.02179265022277832
560,5000,2,fast_non_dominated_sort,251.140625,0.20989179611206055
561,5000,2,nmoo,222.6328125,0.004130363464355469
562,5000,2,efficient_non_dominated_sort,222.640625,0.022595643997192383
563,5000,2,fast_non_dominated_sort,251.97265625,0.2100834846496582
564,5000,2,nmoo,221.8203125,0.004064083099365234
565,5000,2,efficient_non_dominated_sort,221.8203125,0.022531986236572266
566,5000,2,fast_non_dominated_sort,252.30078125,0.21056866645812988
567,5000,2,nmoo,223.45703125,0.003939390182495117
568,5000,2,efficient_non_dominated_sort,223.45703125,0.019977092742919922
569,5000,2,fast_non_dominated_sort,251.8125,0.20984315872192383
570,5000,3,nmoo,223.1015625,0.05958819389343262
571,5000,3,efficient_non_dominated_sort,223.1015625,0.011638402938842773
572,5000,3,fast_non_dominated_sort,234.51953125,0.2161252498626709
573,5000,3,nmoo,223.625,0.05246686935424805
574,5000,3,efficient_non_dominated_sort,223.625,0.012599706649780273
575,5000,3,fast_non_dominated_sort,234.078125,0.21186590194702148
576,5000,3,nmoo,223.74609375,0.03836631774902344
577,5000,3,efficient_non_dominated_sort,223.74609375,0.013373136520385742
578,5000,3,fast_non_dominated_sort,234.23046875,0.21729516983032227
579,5000,3,nmoo,222.03125,0.07439446449279785
580,5000,3,efficient_non_dominated_sort,222.03125,0.013109445571899414
581,5000,3,fast_non_dominated_sort,234.13671875,0.21692776679992676
582,5000,3,nmoo,221.8203125,0.03626084327697754
583,5000,3,efficient_non_dominated_sort,221.8203125,0.012505054473876953
584,5000,3,fast_non_dominated_sort,234.03125,0.21689939498901367
585,5000,3,nmoo,223.359375,0.061070919036865234
586,5000,3,efficient_non_dominated_sort,223.359375,0.013613224029541016
587,5000,3,fast_non_dominated_sort,234.18359375,0.2174973487854004
588,5000,3,nmoo,223.29296875,0.039556026458740234
589,5000,3,efficient_non_dominated_sort,223.29296875,0.012032747268676758
590,5000,3,fast_non_dominated_sort,234.42578125,0.21516013145446777
591,5000,3,nmoo,221.8203125,0.06605172157287598
592,5000,3,efficient_non_dominated_sort,221.8203125,0.011814355850219727
593,5000,3,fast_non_dominated_sort,234.25390625,0.21697211265563965
594,5000,3,nmoo,222.7421875,0.0745849609375
595,5000,3,efficient_non_dominated_sort,222.7421875,0.012359142303466797
596,5000,3,fast_non_dominated_sort,234.1875,0.21696972846984863
597,5000,3,nmoo,221.8203125,0.05875658988952637
598,5000,3,efficient_non_dominated_sort,221.8203125,0.011072635650634766
599,5000,3,fast_non_dominated_sort,234.34765625,0.2142961025238037
600,5000,4,nmoo,222.32421875,0.12280607223510742
601,5000,4,efficient_non_dominated_sort,222.32421875,0.017130613327026367
602,5000,4,fast_non_dominated_sort,225.9140625,0.21831226348876953
603,5000,4,nmoo,221.91015625,0.15128588676452637
604,5000,4,efficient_non_dominated_sort,221.91015625,0.017498493194580078
605,5000,4,fast_non_dominated_sort,225.94921875,0.21758174896240234
606,5000,4,nmoo,221.8203125,0.17315053939819336
607,5000,4,efficient_non_dominated_sort,221.8203125,0.01757073402404785
608,5000,4,fast_non_dominated_sort,226.06640625,0.21860003471374512
609,5000,4,nmoo,221.8203125,0.1354970932006836
610,5000,4,efficient_non_dominated_sort,221.8203125,0.01952528953552246
611,5000,4,fast_non_dominated_sort,225.89453125,0.21905159950256348
612,5000,4,nmoo,223.51171875,0.15700006484985352
613,5000,4,efficient_non_dominated_sort,223.51171875,0.018024682998657227
614,5000,4,fast_non_dominated_sort,226.01953125,0.21832990646362305
615,5000,4,nmoo,224.5390625,0.11798501014709473
616,5000,4,efficient_non_dominated_sort,224.5390625,0.018525123596191406
617,5000,4,fast_non_dominated_sort,225.8984375,0.21844935417175293
618,5000,4,nmoo,221.8203125,0.1116795539855957
619,5000,4,efficient_non_dominated_sort,221.8203125,0.017326831817626953
620,5000,4,fast_non_dominated_sort,225.78125,0.2179572582244873
621,5000,4,nmoo,223.08984375,0.14946651458740234
622,5000,4,efficient_non_dominated_sort,223.08984375,0.01681828498840332
623,5000,4,fast_non_dominated_sort,225.71484375,0.21837568283081055
624,5000,4,nmoo,224.1484375,0.14818525314331055
625,5000,4,efficient_non_dominated_sort,224.1484375,0.019407033920288086
626,5000,4,fast_non_dominated_sort,226.109375,0.21904611587524414
627,5000,4,nmoo,221.8203125,0.11431717872619629
628,5000,4,efficient_non_dominated_sort,221.8203125,0.01753830909729004
629,5000,4,fast_non_dominated_sort,225.80078125,0.21746325492858887
630,5000,5,nmoo,224.2890625,0.43355464935302734
631,5000,5,efficient_non_dominated_sort,224.2890625,0.027526140213012695
632,5000,5,fast_non_dominated_sort,224.29296875,0.21945524215698242
633,5000,5,nmoo,224.29296875,0.3206808567047119
634,5000,5,efficient_non_dominated_sort,224.29296875,0.027146100997924805
635,5000,5,fast_non_dominated_sort,224.296875,0.22154879570007324
636,5000,5,nmoo,221.8203125,0.27632927894592285
637,5000,5,efficient_non_dominated_sort,221.8203125,0.02543020248413086
638,5000,5,fast_non_dominated_sort,222.265625,0.21869969367980957
639,5000,5,nmoo,222.265625,0.4108002185821533
640,5000,5,efficient_non_dominated_sort,222.265625,0.025269508361816406
641,5000,5,fast_non_dominated_sort,222.26953125,0.22007155418395996
642,5000,5,nmoo,222.26953125,0.4676227569580078
643,5000,5,efficient_non_dominated_sort,222.26953125,0.026175260543823242
644,5000,5,fast_non_dominated_sort,222.65625,0.2204113006591797
645,5000,5,nmoo,222.65625,0.2017824649810791
646,5000,5,efficient_non_dominated_sort,222.65625,0.027309179306030273
647,5000,5,fast_non_dominated_sort,222.65625,0.2176494598388672
648,5000,5,nmoo,222.65625,0.35157036781311035
649,5000,5,efficient_non_dominated_sort,222.65625,0.027454137802124023
650,5000,5,fast_non_dominated_sort,222.65625,0.21862316131591797
651,5000,5,nmoo,222.65625,0.3251981735229492
652,5000,5,efficient_non_dominated_sort,222.65625,0.026666879653930664
653,5000,5,fast_non_dominated_sort,222.6640625,0.21896076202392578
654,5000,5,nmoo,222.6640625,0.17481517791748047
655,5000,5,efficient_non_dominated_sort,222.6640625,0.02728724479675293
656,5000,5,fast_non_dominated_sort,222.6640625,0.2182161808013916
657,5000,5,nmoo,222.6640625,0.35793232917785645
658,5000,5,efficient_non_dominated_sort,222.6640625,0.026496410369873047
659,5000,5,fast_non_dominated_sort,222.6640625,0.21873998641967773
660,5000,6,nmoo,222.6640625,0.5695552825927734
661,5000,6,efficient_non_dominated_sort,222.6640625,0.03726387023925781
662,5000,6,fast_non_dominated_sort,222.6640625,0.21945810317993164
663,5000,6,nmoo,222.6640625,0.8822877407073975
664,5000,6,efficient_non_dominated_sort,222.6640625,0.03695988655090332
665,5000,6,fast_non_dominated_sort,222.6640625,0.2184133529663086
666,5000,6,nmoo,222.6640625,0.7816088199615479
667,5000,6,efficient_non_dominated_sort,222.6640625,0.03710007667541504
668,5000,6,fast_non_dominated_sort,222.6640625,0.21938610076904297
669,5000,6,nmoo,222.6640625,0.8221328258514404
670,5000,6,efficient_non_dominated_sort,222.6640625,0.03693032264709473
671,5000,6,fast_non_dominated_sort,222.6640625,0.22011423110961914
672,5000,6,nmoo,222.6640625,0.975318193435669
673,5000,6,efficient_non_dominated_sort,222.6640625,0.03520846366882324
674,5000,6,fast_non_dominated_sort,222.6640625,0.21961498260498047
675,5000,6,nmoo,222.6640625,0.6206698417663574
676,5000,6,efficient_non_dominated_sort,222.6640625,0.036252498626708984
677,5000,6,fast_non_dominated_sort,222.6640625,0.2180471420288086
678,5000,6,nmoo,222.6640625,0.8248071670532227
679,5000,6,efficient_non_dominated_sort,222.6640625,0.038247108459472656
680,5000,6,fast_non_dominated_sort,222.6640625,0.21933412551879883
681,5000,6,nmoo,222.6640625,1.005497694015503
682,5000,6,efficient_non_dominated_sort,222.6640625,0.03694415092468262
683,5000,6,fast_non_dominated_sort,222.6640625,0.21991658210754395
684,5000,6,nmoo,222.6640625,0.7409403324127197
685,5000,6,efficient_non_dominated_sort,222.6640625,0.037581443786621094
686,5000,6,fast_non_dominated_sort,222.6640625,0.2192232608795166
687,5000,6,nmoo,222.6640625,0.9053497314453125
688,5000,6,efficient_non_dominated_sort,222.6640625,0.03384542465209961
689,5000,6,fast_non_dominated_sort,222.6640625,0.22101354598999023
690,5000,7,nmoo,222.6640625,1.3982813358306885
691,5000,7,efficient_non_dominated_sort,222.6640625,0.04501605033874512
692,5000,7,fast_non_dominated_sort,222.6640625,0.22135114669799805
693,5000,7,nmoo,222.6640625,1.7202537059783936
694,5000,7,efficient_non_dominated_sort,222.6640625,0.04428386688232422
695,5000,7,fast_non_dominated_sort,222.6640625,0.2187497615814209
696,5000,7,nmoo,222.6640625,1.4114329814910889
697,5000,7,efficient_non_dominated_sort,222.6640625,0.04859495162963867
698,5000,7,fast_non_dominated_sort,222.6640625,0.2187035083770752
699,5000,7,nmoo,222.6640625,1.5524961948394775
700,5000,7,efficient_non_dominated_sort,222.6640625,0.043662071228027344
701,5000,7,fast_non_dominated_sort,222.6640625,0.22069954872131348
702,5000,7,nmoo,222.6640625,1.3109683990478516
703,5000,7,efficient_non_dominated_sort,222.6640625,0.04759049415588379
704,5000,7,fast_non_dominated_sort,222.6640625,0.2211472988128662
705,5000,7,nmoo,222.6640625,1.4047605991363525
706,5000,7,efficient_non_dominated_sort,222.6640625,0.04801225662231445
707,5000,7,fast_non_dominated_sort,222.6640625,0.21936535835266113
708,5000,7,nmoo,222.6640625,1.7327651977539062
709,5000,7,efficient_non_dominated_sort,222.6640625,0.04562807083129883
710,5000,7,fast_non_dominated_sort,222.6640625,0.21963739395141602
711,5000,7,nmoo,222.6640625,1.654566764831543
712,5000,7,efficient_non_dominated_sort,222.6640625,0.0453338623046875
713,5000,7,fast_non_dominated_sort,222.6640625,0.2193615436553955
714,5000,7,nmoo,222.6640625,1.3423409461975098
715,5000,7,efficient_non_dominated_sort,222.6640625,0.0470881462097168
716,5000,7,fast_non_dominated_sort,222.6640625,0.21868467330932617
717,5000,7,nmoo,222.6640625,1.506852388381958
718,5000,7,efficient_non_dominated_sort,222.6640625,0.04551386833190918
719,5000,7,fast_non_dominated_sort,222.6640625,0.21952033042907715
720,10000,2,nmoo,222.6640625,0.007331371307373047
721,10000,2,efficient_non_dominated_sort,222.828125,0.05645561218261719
722,10000,2,fast_non_dominated_sort,621.4921875,0.8019373416900635
723,10000,2,nmoo,513.2890625,0.009358882904052734
724,10000,2,efficient_non_dominated_sort,513.30078125,0.058480262756347656
725,10000,2,fast_non_dominated_sort,635.32421875,0.8233318328857422
726,10000,2,nmoo,513.81640625,0.009327888488769531
727,10000,2,efficient_non_dominated_sort,513.81640625,0.05750584602355957
728,10000,2,fast_non_dominated_sort,633.46875,0.8220651149749756
729,10000,2,nmoo,519.6015625,0.008975505828857422
730,10000,2,efficient_non_dominated_sort,515.64453125,0.056268930435180664
731,10000,2,fast_non_dominated_sort,633.21484375,0.8201050758361816
732,10000,2,nmoo,532.98046875,0.00898885726928711
733,10000,2,efficient_non_dominated_sort,509.19140625,0.05686354637145996
734,10000,2,fast_non_dominated_sort,633.58984375,0.8179049491882324
735,10000,2,nmoo,518.71875,0.009283304214477539
736,10000,2,efficient_non_dominated_sort,511.82421875,0.05784010887145996
737,10000,2,fast_non_dominated_sort,633.41015625,0.8216814994812012
738,10000,2,nmoo,516.2578125,0.009077787399291992
739,10000,2,efficient_non_dominated_sort,516.2578125,0.05625200271606445
740,10000,2,fast_non_dominated_sort,631.41796875,0.8200500011444092
741,10000,2,nmoo,515.2109375,0.009559869766235352
742,10000,2,efficient_non_dominated_sort,515.2109375,0.056611061096191406
743,10000,2,fast_non_dominated_sort,634.4609375,0.8243587017059326
744,10000,2,nmoo,517.29296875,0.008938074111938477
745,10000,2,efficient_non_dominated_sort,506.87109375,0.05558943748474121
